,Answer.1gamemove.yes_pc_agree,Answer.2reasoning.yes_pc_agree,Answer.4shareinformation.yes_pc_agree,Answer.3rapport.yes_pc_agree
6602,1.0,1.0,1.0,1.0
6603,0.6,0.8,0.8,0.6
6604,0.8,0.8,0.6,0.6
6605,1.0,0.8,1.0,1.0
6606,1.0,1.0,0.8,0.8
6608,0.6,0.6,0.8,0.6
6609,1.0,1.0,0.8,0.8
6610,0.6,0.6,0.8,0.6
6611,1.0,0.8,0.6,1.0
6612,0.8,1.0,0.8,0.8
6613,1.0,0.8,1.0,1.0
6614,0.6,0.6,0.6,0.6
6615,0.6,0.6,0.8,0.8
6616,0.6,0.6,0.8,0.8
6617,1.0,0.6,0.8,0.6
6621,0.8,0.8,0.8,0.6
6622,1.0,0.8,0.6,0.8
6623,1.0,0.6,0.6,0.6
6625,0.8,0.6,0.8,0.6
6626,1.0,0.6,0.8,0.6
6627,0.6,0.6,0.6,1.0
6628,1.0,0.8,0.8,0.6
6629,0.6,0.8,0.6,0.6
6631,1.0,0.8,0.8,0.8
6633,0.8,0.6,1.0,0.8
6634,1.0,1.0,0.8,1.0
6635,0.6,0.8,0.8,0.8
6636,0.6,0.6,0.6,0.6
6637,0.8,0.6,0.6,0.6
6638,0.6,0.8,0.8,0.6
6639,0.8,0.6,0.6,1.0
6640,0.6,0.6,0.8,0.6
6641,0.6,0.6,1.0,0.6
6643,0.8,0.6,1.0,1.0
6644,1.0,0.6,0.6,1.0
6645,1.0,1.0,1.0,1.0
6646,0.6,0.8,0.8,0.8
6647,0.8,0.8,0.6,0.6
6648,0.6,0.6,0.6,0.6
6649,1.0,0.8,0.8,0.6
6650,0.6,0.6,0.6,0.6
6651,0.6,0.6,0.6,0.6
6652,0.8,1.0,0.8,1.0
6653,0.6,0.6,0.8,0.6
6655,0.6,0.6,0.6,0.6
6658,0.8,0.8,0.8,0.8
6660,1.0,1.0,1.0,1.0
6661,0.8,0.8,0.6,0.6
6662,0.8,1.0,1.0,0.6
6663,1.0,0.6,0.6,0.8
6664,0.8,0.6,0.6,0.6
6665,0.8,0.6,0.6,0.6
6666,0.8,0.6,0.6,0.8
6667,0.8,0.6,0.8,0.8
6668,1.0,0.8,0.8,1.0
6669,0.8,0.8,0.6,0.6
6670,0.6,0.6,0.6,0.6
6671,1.0,1.0,0.8,1.0
6672,0.8,0.6,0.8,0.8
6673,1.0,1.0,1.0,1.0
6677,1.0,0.6,0.6,1.0
6678,1.0,0.8,0.8,0.6
6679,0.6,0.6,0.6,0.6
6680,0.6,0.8,0.8,1.0
6681,0.8,0.8,0.8,0.6
6682,0.8,0.8,1.0,1.0
6683,0.8,0.8,0.8,0.8
6684,0.8,1.0,1.0,1.0
6685,0.6,0.8,0.6,0.6
6686,0.8,1.0,0.8,0.8
6687,1.0,0.8,0.8,1.0
6688,0.8,0.6,1.0,0.8
6689,0.8,0.8,1.0,0.6
6690,0.6,0.8,0.6,0.6
6691,0.8,0.8,0.6,1.0
6692,1.0,1.0,1.0,1.0
6693,0.6,0.6,0.8,0.8
6694,1.0,1.0,1.0,0.8
6695,0.8,0.6,0.6,0.6
6696,1.0,0.8,1.0,0.8
6697,0.8,0.6,0.6,0.6
6698,0.8,0.8,0.8,1.0
6699,0.8,0.6,0.6,0.6
6700,0.8,0.8,1.0,1.0
6701,0.6,0.6,0.8,0.8
6702,1.0,0.6,0.8,0.8
6703,0.8,0.8,0.6,0.6
6704,1.0,0.8,0.8,1.0
6707,0.8,0.8,0.8,0.6
6708,1.0,0.6,1.0,0.6
6709,0.6,0.8,0.6,0.6
6710,0.8,0.8,0.8,0.8
6711,0.8,0.6,0.6,0.8
6712,0.8,0.6,0.6,0.8
6713,1.0,1.0,0.8,1.0
6715,0.8,0.8,1.0,0.8
6716,1.0,0.8,0.8,0.8
6717,0.6,0.6,0.6,0.6
6718,0.6,0.6,0.6,0.6
6719,1.0,0.8,0.8,1.0
6720,0.8,0.8,0.6,0.8
6721,1.0,0.6,0.6,0.6
6722,1.0,0.6,0.6,0.6
6723,1.0,0.8,0.8,0.8
6724,0.8,0.6,0.6,0.6
6725,0.8,0.8,0.8,0.8
6726,0.8,0.6,0.6,0.6
6727,0.6,0.6,0.6,0.6
6728,1.0,1.0,0.6,0.6
6729,1.0,0.8,0.8,0.8
6730,0.8,0.6,0.8,0.6
6732,0.8,0.6,0.6,0.6
6733,0.6,0.6,0.6,0.6
6734,0.6,0.6,1.0,1.0
6735,0.6,0.6,0.6,0.6
6737,0.6,0.6,0.8,0.6
6738,0.8,0.8,0.8,0.8
6739,0.6,0.6,0.6,0.8
6742,0.8,0.8,0.8,0.8
6743,1.0,1.0,0.8,1.0
6744,1.0,0.8,0.6,0.6
6747,0.6,0.8,0.8,0.8
6748,1.0,1.0,1.0,1.0
6749,0.8,1.0,1.0,1.0
6750,0.6,0.6,0.8,0.8
6754,0.8,0.8,0.6,0.8
6755,0.6,0.6,0.8,0.8
6756,0.6,0.8,0.6,0.6
6758,1.0,0.6,0.8,0.8
6759,0.8,0.8,0.8,0.6
6761,1.0,1.0,0.8,0.8
6762,1.0,1.0,1.0,1.0
6765,1.0,0.8,0.8,0.8
6766,1.0,1.0,1.0,0.8
6768,0.6,0.6,0.6,0.6
6769,1.0,1.0,1.0,1.0
6770,1.0,0.6,0.6,0.8
6772,0.8,0.6,0.6,0.6
6773,1.0,1.0,1.0,1.0
6774,1.0,0.6,0.6,1.0
6777,0.8,0.8,0.8,0.8
6778,1.0,0.8,0.8,1.0
6779,0.8,0.8,0.6,0.6
6780,0.8,0.8,0.6,0.8
6781,0.8,0.8,0.6,0.8
6782,0.8,0.6,0.8,0.6
6783,0.6,0.6,0.6,0.6
6784,0.8,0.8,0.6,0.8
6785,0.8,0.8,0.8,0.8
6786,0.6,0.6,0.6,0.6
6787,0.6,0.6,0.6,0.8
6788,0.8,0.8,0.8,0.8
6789,0.8,0.8,1.0,0.8
6790,0.6,0.6,0.8,0.8
6791,0.8,0.8,0.6,0.6
6792,1.0,1.0,1.0,1.0
6793,0.8,1.0,1.0,1.0
6794,0.6,0.6,0.8,0.6
6795,0.6,0.8,0.6,1.0
6796,0.8,0.8,0.8,0.8
6798,0.8,0.8,0.8,0.8
6799,0.8,1.0,0.8,0.8
6801,0.8,0.6,1.0,1.0
6802,1.0,1.0,1.0,0.8
6803,1.0,1.0,1.0,0.8
6804,0.8,0.6,0.8,0.6
6805,1.0,1.0,0.8,0.8
6806,1.0,0.8,1.0,0.6
6807,0.6,0.6,0.6,0.8
6808,0.8,0.6,0.6,0.6
6809,0.8,1.0,0.8,1.0
6810,1.0,0.8,1.0,1.0
6811,1.0,0.8,0.6,0.8
6812,0.8,1.0,0.8,0.6
6815,0.8,0.8,0.8,0.8
6816,1.0,0.8,0.6,0.6
6817,1.0,1.0,0.8,0.8
6819,0.6,0.6,0.8,0.6
6820,0.8,0.8,0.8,0.6
6821,0.8,0.8,0.8,0.8
6824,1.0,0.8,0.8,0.8
6825,0.8,0.8,0.8,1.0
6826,1.0,1.0,1.0,1.0
6829,0.6,0.6,0.6,0.6
6830,0.8,0.6,0.6,1.0
6831,0.8,0.6,0.6,0.8
6833,0.6,0.8,0.8,0.6
6834,0.8,0.8,0.8,0.8
6836,1.0,0.6,1.0,1.0
6837,1.0,0.6,0.8,1.0
6838,1.0,0.8,0.8,0.8
6842,1.0,0.6,0.6,0.8
6843,1.0,1.0,0.8,0.8
6845,0.8,0.6,0.6,0.6
6846,1.0,0.6,0.6,1.0
6847,1.0,0.8,0.8,0.8
6848,1.0,0.8,1.0,1.0
6850,1.0,1.0,1.0,1.0
6851,1.0,0.8,0.8,1.0
6852,0.8,0.8,1.0,0.6
6854,0.8,0.6,0.8,1.0
6856,0.6,0.6,1.0,0.6
6857,0.8,0.6,0.6,0.8
6860,1.0,0.6,0.8,0.6
6861,0.6,0.6,0.8,0.6
6862,0.8,0.8,0.8,0.8
6863,1.0,0.8,0.8,0.6
6864,0.8,0.8,0.8,0.8
6865,0.6,0.6,0.6,0.6
6866,0.6,1.0,1.0,0.6
6867,0.8,0.8,0.6,0.8
6869,1.0,0.6,0.6,0.8
6870,1.0,0.6,0.6,0.8
6871,0.8,0.8,0.6,0.8
6872,0.6,0.8,0.6,0.6
6873,0.8,0.8,0.8,0.8
6874,1.0,1.0,0.6,1.0
6876,0.8,0.8,1.0,0.8
6877,0.6,0.6,0.6,0.6
6878,1.0,0.8,0.6,0.6
6879,0.6,0.6,0.6,0.6
6880,0.8,1.0,0.6,0.8
6884,0.8,0.8,1.0,1.0
6886,1.0,1.0,1.0,1.0
6888,1.0,0.8,0.8,0.8
6889,0.6,0.8,0.8,0.8
6890,0.8,0.8,0.8,0.8
6891,0.6,0.8,0.6,0.6
6892,0.6,0.8,0.6,0.8
6893,1.0,0.8,0.8,0.8
6894,0.8,0.8,0.8,1.0
6895,1.0,1.0,1.0,1.0
6896,0.6,0.6,0.6,0.6
6897,0.6,1.0,0.8,0.6
6898,1.0,0.8,1.0,1.0
6899,0.8,0.6,0.6,0.6
6900,0.8,0.8,0.8,0.8
6901,0.8,0.6,0.8,0.8
6902,0.6,0.6,0.6,0.8
6904,0.8,0.6,0.6,0.6
6906,0.6,0.6,0.6,0.6
6907,1.0,1.0,1.0,1.0
6908,0.8,1.0,0.8,1.0
6909,0.8,0.8,0.8,0.8
6915,0.8,0.8,0.8,0.8
6916,1.0,0.8,0.8,1.0
6918,0.8,0.8,0.6,0.8
6919,0.6,0.8,0.6,0.6
6920,0.6,0.6,0.6,0.6
6921,0.8,0.6,0.6,0.8
6923,1.0,0.6,1.0,0.6
6924,0.8,1.0,1.0,1.0
6927,0.8,0.6,0.6,0.6
6928,0.8,0.6,0.6,0.8
6929,1.0,1.0,1.0,1.0
6931,1.0,1.0,1.0,1.0
6932,0.6,0.6,0.6,0.6
6933,0.8,0.8,0.8,0.8
6934,0.8,0.8,0.6,0.6
6935,0.6,0.6,0.8,0.6
6936,1.0,0.8,0.6,0.6
6937,0.8,0.8,0.8,1.0
6938,0.8,0.8,0.8,0.8
6939,0.6,0.6,0.6,0.6
6940,1.0,1.0,1.0,1.0
6942,0.6,0.6,0.6,0.6
6943,1.0,0.6,0.8,0.6
6944,0.8,0.8,1.0,1.0
6945,0.8,0.6,0.6,0.6
6946,1.0,0.8,0.8,0.8
6947,1.0,1.0,1.0,0.8
6948,1.0,0.6,0.6,0.8
6950,0.8,0.6,0.6,0.8
6951,0.8,0.6,0.6,0.6
6952,0.8,0.8,0.8,0.8
6953,0.8,0.6,0.6,0.6
6954,1.0,1.0,1.0,1.0
6955,1.0,0.8,0.8,0.8
6956,0.8,1.0,0.8,0.8
6957,1.0,0.8,0.8,1.0
6959,1.0,1.0,0.8,0.8
6960,1.0,0.8,0.8,0.6
6961,1.0,1.0,0.8,1.0
6963,1.0,0.8,0.8,1.0
6965,1.0,1.0,1.0,1.0
6966,1.0,0.6,0.6,0.6
6967,1.0,0.8,0.8,1.0
6969,0.6,0.6,0.6,0.6
6970,0.8,0.8,0.6,0.8
6971,0.8,0.6,0.6,1.0
6972,0.8,0.8,0.8,0.8
6973,0.8,0.6,0.8,1.0
6974,0.8,0.6,0.8,1.0
6978,1.0,0.8,1.0,1.0
6979,0.6,0.6,0.6,0.6
6980,0.6,0.6,0.8,0.6
6981,1.0,0.8,1.0,1.0
6982,0.8,0.8,0.6,0.6
6984,0.6,0.6,0.6,0.8
6985,0.8,0.6,1.0,0.8
6988,0.6,0.6,0.6,0.6
6989,0.6,0.6,0.8,0.6
6990,0.8,0.6,0.6,0.6
6991,0.6,0.6,0.6,0.6
6992,0.8,0.8,0.8,0.6
6993,1.0,0.6,0.6,0.6
6994,1.0,0.6,1.0,0.6
6997,0.6,0.6,0.6,0.6
6998,0.8,0.6,0.6,0.6
7000,1.0,1.0,1.0,0.8
7001,1.0,0.8,0.8,1.0
7002,0.8,0.8,0.8,1.0
7003,1.0,0.6,0.8,1.0
7004,0.8,0.8,0.8,0.6
7005,1.0,1.0,0.8,1.0
7006,0.6,1.0,0.6,0.8
7007,0.6,0.6,0.6,0.6
7008,0.6,0.8,0.6,0.8
7009,0.6,0.6,0.6,0.6
7011,1.0,0.8,0.8,0.8
7012,0.8,0.6,0.6,0.6
7013,1.0,1.0,0.8,1.0
7014,1.0,1.0,1.0,0.8
7016,0.6,0.6,1.0,0.6
7017,0.6,0.8,1.0,0.8
7018,0.6,0.8,0.6,0.8
7019,1.0,0.8,0.6,0.8
7020,0.8,0.8,0.8,1.0
7021,1.0,1.0,0.8,0.8
7022,0.8,0.6,0.6,0.6
7023,0.6,0.8,0.8,0.6
7024,0.8,1.0,1.0,1.0
7026,0.8,0.6,0.8,1.0
7027,1.0,0.8,0.6,0.8
7028,0.8,0.6,0.6,0.6
7029,0.8,0.6,0.6,0.8
7030,0.8,0.6,0.6,0.8
7032,0.6,0.6,0.6,0.6
7033,1.0,1.0,1.0,1.0
7034,0.8,0.6,1.0,1.0
7035,0.8,0.8,0.8,0.6
7036,1.0,0.8,1.0,0.8
7037,1.0,0.6,0.6,0.6
7038,0.6,0.6,0.6,0.6
7040,0.8,1.0,1.0,1.0
7042,0.8,0.6,0.6,0.6
7043,0.6,0.6,0.6,0.6
7045,1.0,0.6,0.8,0.6
7046,0.8,1.0,0.8,0.8
7048,1.0,0.8,0.6,0.8
7049,1.0,0.8,1.0,0.6
7050,0.8,1.0,0.6,1.0
7051,1.0,1.0,1.0,1.0
7052,1.0,1.0,0.8,1.0
7053,1.0,0.6,0.6,0.6
7054,0.6,0.6,0.6,0.8
7055,0.6,0.8,0.6,0.8
7056,1.0,0.6,0.6,1.0
7058,0.6,0.6,0.6,0.6
7060,0.8,0.6,0.6,1.0
7061,0.8,0.8,0.8,0.8
7063,1.0,0.8,1.0,0.8
7065,1.0,0.8,1.0,0.8
7066,0.8,0.8,0.8,0.8
7067,0.8,0.8,0.8,0.8
7068,0.6,0.6,0.8,0.6
7069,0.8,1.0,1.0,0.8
7071,1.0,0.8,0.8,0.8
7072,1.0,1.0,0.8,1.0
7073,0.6,0.6,0.6,0.6
7074,0.6,0.6,0.6,0.6
7075,0.8,0.8,0.8,0.8
7076,0.6,0.6,0.6,1.0
7077,0.8,0.8,0.8,0.8
7078,1.0,1.0,1.0,1.0
7079,0.6,0.6,0.6,0.8
7080,0.8,0.6,0.6,0.6
7081,0.8,0.6,0.8,0.8
7082,0.8,0.6,0.6,0.8
7083,0.6,0.6,0.6,0.8
7084,1.0,0.8,0.8,0.6
7085,0.8,1.0,0.8,1.0
7086,0.6,0.6,0.6,0.8
7087,1.0,0.6,0.8,0.8
7088,0.6,1.0,0.8,0.8
7089,0.8,0.8,0.6,0.8
7090,0.6,0.8,0.6,0.6
7091,1.0,0.6,0.6,0.6
7093,1.0,1.0,1.0,1.0
7094,0.6,0.6,0.8,0.8
7095,0.8,0.8,0.8,1.0
7097,1.0,0.8,1.0,0.8
7099,0.6,0.8,0.8,0.8
7101,1.0,0.8,0.8,0.8
7102,0.8,0.6,0.8,0.6
7104,0.6,0.6,0.6,0.6
7108,1.0,0.6,1.0,0.6
7109,1.0,0.8,0.8,0.6
7110,1.0,0.8,1.0,1.0
7111,0.6,0.6,0.6,0.6
7112,0.8,0.8,0.8,0.6
7113,0.8,0.6,0.6,0.6
7114,1.0,0.8,1.0,1.0
7115,1.0,0.8,1.0,0.8
7116,0.6,0.8,0.6,0.6
7119,0.8,0.6,0.6,0.8
7120,1.0,0.8,0.6,1.0
7121,1.0,0.6,0.6,0.8
7122,1.0,1.0,1.0,1.0
7123,1.0,0.8,1.0,0.8
7124,0.8,0.8,0.8,0.8
7125,0.8,0.6,0.8,0.6
7126,0.8,0.8,1.0,1.0
7127,0.8,0.8,0.8,1.0
7128,1.0,0.6,0.6,0.6
7131,1.0,1.0,1.0,1.0
7132,0.8,1.0,1.0,0.8
7133,0.8,0.8,0.8,0.6
7134,0.8,0.6,0.8,0.6
7135,0.8,0.6,0.8,0.8
7136,0.8,0.8,0.6,0.6
7137,0.6,0.6,0.6,0.6
7138,0.8,1.0,1.0,0.6
7139,0.8,0.8,1.0,0.8
7140,0.8,0.6,0.8,0.8
7141,1.0,0.6,0.6,0.6
7142,1.0,0.8,0.6,0.8
7143,1.0,0.8,0.8,0.8
7144,0.6,0.8,0.6,0.6
7145,1.0,0.6,0.6,1.0
7146,0.8,0.6,0.6,0.6
7147,0.8,0.6,0.6,0.8
7148,1.0,0.8,0.8,1.0
7149,1.0,0.8,1.0,1.0
7150,0.8,0.8,0.8,0.6
7151,1.0,1.0,1.0,0.8
7153,0.6,0.6,0.8,0.6
7154,0.8,0.8,1.0,0.8
7156,0.6,0.6,0.6,0.6
7157,0.6,0.6,0.6,0.6
7158,0.8,0.6,0.8,0.6
7159,0.6,0.6,0.6,0.6
7160,0.6,0.6,0.6,0.8
7162,0.8,1.0,0.8,0.8
7163,1.0,1.0,0.6,0.8
7164,0.6,0.8,0.6,0.6
7166,0.8,0.8,0.8,0.8
7167,0.8,0.6,0.6,0.8
7168,0.8,0.6,1.0,0.8
7170,0.8,1.0,0.6,0.8
7172,0.8,0.6,0.8,0.8
7173,0.8,0.8,0.6,0.6
7174,1.0,0.8,0.8,0.8
7175,0.6,0.8,0.6,0.6
7176,0.6,0.8,0.6,0.6
7177,0.8,1.0,1.0,0.8
7178,1.0,0.6,0.8,0.8
7180,0.8,0.8,0.6,0.8
7182,1.0,0.6,0.8,0.6
7183,0.8,0.8,0.8,0.8
7184,1.0,1.0,1.0,1.0
7185,0.8,0.8,0.6,0.6
7186,1.0,1.0,1.0,1.0
7187,0.8,0.6,0.8,0.6
7188,0.6,0.6,0.8,0.6
7189,0.8,1.0,0.8,0.6
7190,0.8,0.6,0.6,0.6
7191,1.0,0.8,1.0,1.0
7192,0.8,0.6,0.6,0.6
7193,0.6,0.8,0.8,0.8
7194,0.6,0.6,1.0,0.8
7195,0.8,0.8,0.8,0.8
7196,1.0,1.0,0.8,1.0
7197,1.0,0.8,0.6,0.8
7198,1.0,0.6,0.6,0.6
7199,1.0,1.0,0.8,1.0
7201,0.8,0.6,0.6,1.0
7202,0.8,0.8,1.0,0.6
7203,1.0,0.8,1.0,1.0
7204,0.6,0.6,0.6,0.6
7206,0.8,0.6,0.8,0.6
7207,1.0,0.6,0.8,0.6
7208,0.6,0.6,0.6,0.6
7211,1.0,0.6,0.6,0.6
7212,1.0,1.0,1.0,1.0
7214,0.6,0.6,0.8,0.8
7216,0.8,0.6,0.6,1.0
7217,1.0,1.0,0.8,0.8
7218,0.8,0.6,0.6,0.8
7220,0.6,0.8,0.8,0.6
7221,1.0,0.8,0.6,0.6
7222,1.0,1.0,1.0,1.0
7224,0.8,0.6,0.6,0.6
7225,1.0,0.8,1.0,0.8
7227,0.8,0.8,0.8,0.8
7228,1.0,1.0,1.0,1.0
7230,0.6,0.8,0.6,0.8
7235,0.8,0.6,0.6,0.6
7236,0.6,0.6,0.6,0.6
7237,1.0,0.6,0.6,0.6
7238,0.8,0.8,0.8,0.6
7240,0.8,0.8,0.8,0.8
7241,0.8,0.6,0.6,0.6
7242,0.8,1.0,1.0,0.8
7243,1.0,0.6,0.8,0.6
7245,0.8,0.6,0.6,1.0
7246,0.8,0.6,0.8,0.6
7247,1.0,0.8,0.8,0.8
7248,1.0,0.6,0.8,0.8
7249,1.0,0.8,0.8,1.0
7250,0.8,0.8,0.8,0.8
7251,0.8,1.0,0.6,0.6
7252,1.0,0.8,0.8,1.0
7256,1.0,1.0,0.6,0.8
7257,0.8,1.0,0.8,0.8
7259,0.6,0.6,0.6,0.6
7260,1.0,1.0,1.0,1.0
7261,0.6,0.6,0.6,0.8
7262,1.0,0.8,0.6,0.8
7263,1.0,0.8,0.8,0.8
7264,0.8,0.8,0.6,0.8
7265,0.8,0.6,0.8,0.8
7266,0.6,0.6,0.6,0.6
7267,0.8,0.8,0.8,0.8
7268,0.6,0.6,0.8,0.6
7272,0.8,0.8,0.8,0.8
7273,0.6,0.6,0.6,0.8
7275,1.0,1.0,1.0,1.0
7276,1.0,1.0,0.8,0.8
7279,0.8,0.8,0.6,0.6
7281,0.6,0.6,0.8,0.6
7282,1.0,0.8,0.8,0.8
7283,0.8,0.8,1.0,1.0
7284,1.0,0.8,0.8,0.8
7285,1.0,0.8,1.0,0.8
7287,0.8,0.6,0.8,0.8
7289,1.0,1.0,1.0,0.8
7290,0.8,0.8,0.8,0.8
7291,0.8,0.8,1.0,1.0
7292,0.8,0.6,0.6,0.8
7293,0.8,0.8,0.8,0.8
7296,0.8,0.6,0.6,0.6
7297,0.8,0.6,1.0,0.8
7298,0.8,0.6,0.8,0.8
7299,0.8,0.8,0.6,0.8
7300,0.8,0.8,0.6,0.8
7303,0.8,0.6,0.8,0.6
7304,0.8,0.6,0.6,0.6
7305,0.6,0.6,0.6,0.6
7306,0.6,0.6,1.0,1.0
7307,1.0,0.8,0.6,0.8
7308,0.8,0.8,0.8,0.8
7310,1.0,0.8,0.8,0.8
7311,0.6,0.8,0.8,0.8
7313,0.6,0.8,0.6,0.6
7314,0.8,0.6,0.6,0.8
7315,1.0,0.8,0.6,0.6
7317,1.0,1.0,0.6,0.8
7318,0.6,0.8,0.6,0.6
7319,1.0,0.8,0.8,0.8
7323,0.8,0.6,0.8,0.6
7324,1.0,0.8,0.8,0.8
7325,1.0,0.8,1.0,1.0
7328,0.8,0.6,0.6,0.8
7329,0.8,0.6,0.8,0.6
7330,1.0,0.6,0.6,0.6
7331,1.0,0.8,0.8,0.6
7332,1.0,0.8,1.0,1.0
7333,0.6,0.6,0.6,0.8
7334,0.8,0.8,1.0,0.8
7335,0.6,0.6,0.6,1.0
7336,0.6,0.6,0.8,0.6
7337,1.0,1.0,1.0,1.0
7339,0.6,0.6,0.6,1.0
7340,0.6,0.6,0.8,0.6
7341,1.0,0.8,0.8,0.8
7342,1.0,0.8,0.8,0.8
7343,0.6,0.6,0.6,0.8
7344,0.8,0.8,0.6,0.6
7346,0.6,0.8,0.8,0.6
7347,1.0,0.8,1.0,1.0
7348,0.8,0.6,0.6,0.6
7349,0.8,0.8,1.0,0.6
7350,1.0,0.8,1.0,1.0
7352,0.8,0.6,0.6,0.8
7354,0.8,0.6,0.6,0.6
7355,0.8,0.6,0.6,0.6
7357,0.6,0.8,0.8,0.6
7358,0.6,0.8,0.6,0.8
7359,0.8,1.0,1.0,1.0
7362,0.8,0.6,0.6,0.8
7363,0.8,0.6,1.0,0.6
7365,0.8,0.6,0.8,0.6
7368,0.6,0.6,0.8,0.6
7369,0.8,0.8,0.6,0.6
7370,0.8,0.8,0.6,0.6
7371,0.8,1.0,1.0,1.0
7372,1.0,0.6,0.6,1.0
7373,0.6,1.0,0.6,0.8
7374,0.8,0.8,1.0,0.8
7375,1.0,0.8,0.6,0.8
7376,1.0,1.0,0.8,0.8
7377,0.6,0.8,0.8,0.8
7378,0.8,0.8,0.8,0.8
7379,1.0,0.8,0.8,0.8
7380,0.6,0.6,0.6,0.6
7381,0.8,0.8,0.6,0.8
7382,0.8,0.6,0.8,0.6
7383,0.8,0.6,0.6,0.8
7384,0.6,0.6,0.8,0.8
7385,0.8,0.8,0.6,0.6
7386,0.8,1.0,0.6,0.6
7387,0.6,0.6,0.8,0.8
7388,0.6,0.6,0.6,0.8
7389,0.6,0.6,0.6,0.6
7390,0.8,1.0,0.8,0.8
7391,0.8,0.8,1.0,0.8
7392,1.0,1.0,1.0,1.0
7393,0.6,0.6,0.6,0.6
7395,0.6,0.6,0.6,0.8
7396,0.6,0.6,0.8,0.6
7397,0.8,0.8,0.8,0.6
7398,0.8,0.8,0.8,1.0
7399,1.0,0.6,1.0,1.0
7401,1.0,0.6,0.8,1.0
7402,1.0,0.8,1.0,0.8
7404,0.8,1.0,0.8,0.8
7405,1.0,0.6,0.8,0.6
7406,0.8,0.6,0.6,1.0
7407,1.0,0.6,0.6,0.8
7408,0.8,0.8,0.8,0.8
7409,0.8,0.6,0.6,0.6
7410,0.8,0.6,1.0,0.6
7411,0.6,0.6,0.6,0.6
7412,0.8,0.8,0.8,0.8
7413,1.0,0.6,0.6,1.0
7414,0.6,0.8,0.6,0.8
7416,0.6,0.8,0.8,0.8
7417,0.8,0.6,0.6,0.6
7419,0.6,0.6,0.6,0.6
7420,0.6,0.6,0.6,0.6
7421,0.6,0.6,1.0,0.8
7422,0.8,1.0,0.8,0.8
7424,0.6,0.6,0.6,0.8
7427,0.8,0.8,0.8,0.8
7428,1.0,1.0,1.0,1.0
7429,0.6,0.6,0.6,0.6
7430,0.6,0.6,0.6,0.6
7431,1.0,0.6,0.6,0.6
7432,1.0,0.8,0.8,1.0
7434,0.8,0.8,0.8,0.8
7436,0.8,0.8,0.8,0.6
7437,0.8,0.6,0.6,0.6
7439,0.6,0.6,0.6,0.8
7440,1.0,1.0,1.0,1.0
7441,0.6,0.6,0.8,0.8
7443,0.8,1.0,0.6,0.6
7444,1.0,0.8,0.8,1.0
7445,0.6,0.6,0.6,0.8
7446,0.8,0.8,0.8,0.8
7447,0.6,0.6,0.6,0.8
7448,0.6,0.6,0.8,1.0
7449,0.8,0.6,0.6,1.0
7450,0.8,0.6,0.6,0.6
7451,1.0,0.8,1.0,1.0
7452,0.8,0.8,0.8,0.8
7453,0.6,0.6,0.6,0.6
7454,0.6,0.6,0.6,0.6
7455,0.6,0.6,0.8,0.6
7457,0.6,0.6,0.6,0.6
7458,1.0,0.8,0.8,0.8
7459,0.6,0.6,0.6,0.6
7461,0.8,0.8,0.6,0.8
7462,0.8,0.6,0.8,0.6
7463,0.8,0.6,0.6,0.8
7464,0.8,0.6,0.6,1.0
7465,0.6,0.6,0.6,0.6
7467,0.6,0.6,0.6,0.6
7470,1.0,0.8,0.6,0.8
7471,0.8,0.8,0.6,0.8
7472,0.6,0.8,0.8,0.8
7473,0.6,0.6,1.0,0.8
7477,1.0,0.6,0.6,1.0
7478,1.0,0.6,0.6,1.0
7479,0.6,0.6,0.6,0.6
7480,0.8,0.8,0.6,0.6
7482,1.0,0.8,1.0,1.0
7483,0.8,0.8,0.6,0.6
7484,1.0,0.8,0.8,1.0
7485,0.6,0.6,0.8,0.6
7486,0.8,0.8,0.6,0.6
7487,1.0,0.8,0.8,0.6
7488,0.8,0.6,0.6,0.6
7490,0.8,0.8,1.0,1.0
7491,0.8,0.8,0.8,0.6
7492,1.0,1.0,0.8,0.8
7493,1.0,1.0,0.8,1.0
7494,0.8,0.6,0.6,0.6
7495,0.8,0.6,0.6,0.6
7497,0.6,0.6,0.8,0.6
7498,0.6,0.8,0.8,0.6
7499,1.0,0.8,0.8,1.0
7500,1.0,1.0,0.8,0.8
7504,1.0,1.0,0.6,0.8
7505,1.0,0.8,0.8,0.6
7506,1.0,1.0,0.8,1.0
7507,1.0,1.0,0.8,1.0
7509,0.6,0.6,0.6,0.6
7510,1.0,1.0,1.0,1.0
7512,0.8,0.6,0.8,0.6
7516,1.0,0.8,0.8,0.8
7517,0.8,0.6,0.8,0.8
7518,0.6,0.6,0.8,0.6
7519,0.8,0.6,0.6,0.8
7520,0.8,1.0,1.0,1.0
7521,1.0,1.0,1.0,0.8
7525,0.6,0.8,1.0,0.8
7527,0.8,0.8,0.8,1.0
7528,1.0,1.0,0.8,0.8
7530,1.0,0.6,0.6,0.6
7531,1.0,0.8,0.6,0.6
7532,0.8,0.8,0.8,0.8
7533,1.0,0.6,0.8,0.6
7534,1.0,1.0,1.0,1.0
7536,1.0,0.8,1.0,1.0
7537,1.0,0.6,0.6,0.6
7538,0.8,0.6,0.8,0.6
7540,0.6,0.8,0.6,0.6
7541,1.0,1.0,1.0,1.0
7542,1.0,1.0,0.8,0.6
7544,0.8,0.8,0.6,0.6
7545,0.8,0.8,0.8,0.6
