convo_id,msg_id,timestamp,full_text,affcon_rapport,sentence_id,speaker,reply_to,speaker_intention,receiver_perception,receiver,absolute_message_index,relative_message_index,year,game_score_speaker,game_score_receiver,game_score_delta,deception_quadrant,num_words,num_characters
Game12-turkey-russia,Game12-turkey-russia-299,763,Working with France right now will take some pressure of me in the short term and help me put England to bed for good,0,9372,russia-Game12,Game12-turkey-russia-298,Truth,Truth,turkey-Game12,763,299,1906,11,12,1,Straightforward,24,117
Game12-turkey-russia,Game12-turkey-russia-298,759,And at this point if Id rather it end in a 3 way victory than a 5 way,1,9371,russia-Game12,Game12-turkey-russia-297,Truth,Truth,turkey-Game12,759,298,1906,11,12,1,Straightforward,18,70
Game12-turkey-russia,Game12-turkey-russia-297,758,France just reached out about working together against England,1,9368,russia-Game12,Game12-turkey-russia-296,Truth,Truth,turkey-Game12,758,297,1906,11,12,1,Straightforward,9,62
Game12-turkey-russia,Game12-turkey-russia-295,751,"F BAL S Nwy - SKA
F BAR S Stp/nc - Nwy
A Boh S Tyr - Mun
A Den S Kie
A Kie S Mun - Ruh
A Mun - Ruh
F Nwy - SKA
F Stp/nc - Nwy
F Swe S Stp/nc - Nwy
A Tyr - Mun
A War - Pru",1,9366,russia-Game12,Game12-turkey-russia-294,Truth,Truth,turkey-Game12,751,295,1906,11,12,1,Straightforward,54,170
Game12-turkey-russia,Game12-turkey-russia-292,735,England will have to disband something which is great.,0,9361,russia-Game12,Game12-turkey-russia-291,Truth,Truth,turkey-Game12,735,292,1905,10,12,2,Straightforward,9,54
Game12-turkey-russia,Game12-turkey-russia-291,734,"Once my fleets break out in the north, Englands days are numbered",1,9360,russia-Game12,Game12-turkey-russia-290,Truth,Truth,turkey-Game12,734,291,1905,10,12,2,Straightforward,12,66
Game12-turkey-russia,Game12-turkey-russia-290,733,"),  not that you could've guessed they'd support Nth unnecessarily instead of Nwg...",1,9357,turkey-Game12,Game12-turkey-russia-289,Truth,Truth,russia-Game12,733,290,1905,8,6,-2,Straightforward,13,84
Game12-turkey-russia,Game12-turkey-russia-290,733,the only sad thing is you could've taken Nwg (which is kinda crazy!,0,9356,turkey-Game12,Game12-turkey-russia-289,Truth,Truth,russia-Game12,733,290,1905,8,6,-2,Straightforward,13,67
Game12-turkey-russia,Game12-turkey-russia-288,730,Yeah Frances silence on the western front is stunning,0,9353,russia-Game12,Game12-turkey-russia-287,Truth,Truth,turkey-Game12,730,288,1905,10,12,2,Straightforward,9,54
Game12-turkey-russia,Game12-turkey-russia-287,729,"They really don't know how to work together, do they?",1,9352,turkey-Game12,Game12-turkey-russia-286,Truth,Truth,russia-Game12,729,287,1905,8,6,-2,Straightforward,10,53
Game12-turkey-russia,Game12-turkey-russia-284,726,You need the builds and I should be getting two anyways,0,9349,russia-Game12,Game12-turkey-russia-283,Truth,Truth,turkey-Game12,726,284,1905,10,12,2,Straightforward,11,55
Game12-turkey-russia,Game12-turkey-russia-284,726,And yeah totally fine with you moving into Tri.,1,9348,russia-Game12,Game12-turkey-russia-283,Truth,Truth,turkey-Game12,726,284,1905,10,12,2,Straightforward,9,47
Game12-turkey-russia,Game12-turkey-russia-282,721,"Ill be keeping Tri this move, to not lose momentum- but you should build anyways!",1,9346,turkey-Game12,Game12-turkey-russia-281,Truth,Truth,russia-Game12,721,282,1905,8,6,-2,Straightforward,15,82
Game12-turkey-russia,Game12-turkey-russia-281,720,Once I score my 5th fleet I will be able to gain supremacy in the north,1,9345,russia-Game12,Game12-turkey-russia-280,Truth,Truth,turkey-Game12,720,281,1905,10,12,2,Straightforward,16,71
Game12-turkey-russia,Game12-turkey-russia-281,720,Once we put Italys lights out youll dominate the Mediterranean.,1,9344,russia-Game12,Game12-turkey-russia-280,Truth,Truth,turkey-Game12,720,281,1905,10,12,2,Straightforward,10,65
Game12-turkey-russia,Game12-turkey-russia-279,718,"Looking good, thanks for the support!",1,9341,turkey-Game12,Game12-turkey-russia-278,Truth,Truth,russia-Game12,718,279,1905,8,6,-2,Straightforward,6,37
Game12-turkey-russia,Game12-turkey-russia-275,707,so wont be able to talk much until tonight.,1,9336,turkey-Game12,Game12-turkey-russia-274,Truth,Truth,russia-Game12,707,275,1905,8,6,-2,Straightforward,9,44
Game12-turkey-russia,Game12-turkey-russia-275,707,In crazy work offsite meetings today (on a boat!),0,9335,turkey-Game12,Game12-turkey-russia-274,Truth,Truth,russia-Game12,707,275,1905,8,6,-2,Straightforward,9,49
Game12-turkey-russia,Game12-turkey-russia-274,706,Were inching closer to sending them past a total break down point.,0,9334,russia-Game12,Game12-turkey-russia-273,Truth,Truth,turkey-Game12,706,274,1905,10,12,2,Straightforward,12,67
Game12-turkey-russia,Game12-turkey-russia-274,706,Im still bullish on us having a real shot to sweep the board by 1910.,1,9333,russia-Game12,Game12-turkey-russia-273,Truth,Truth,turkey-Game12,706,274,1905,10,12,2,Straightforward,15,70
Game12-turkey-russia,Game12-turkey-russia-273,705,Potentially with you fleet you can knock France down a peg and we should be dropping Italy to 3 with Ven,1,9332,russia-Game12,Game12-turkey-russia-272,Truth,Truth,turkey-Game12,705,273,1905,10,12,2,Straightforward,21,104
Game12-turkey-russia,Game12-turkey-russia-273,705,"If I can lock up both den and Kie this year, england will have to disband a unit.",1,9331,russia-Game12,Game12-turkey-russia-272,Truth,Truth,turkey-Game12,705,273,1905,10,12,2,Straightforward,18,81
Game12-turkey-russia,Game12-turkey-russia-278,717,"F BAL S Ber - Kie
F BAR S Nwy
A Ber - Kie
A Boh S Mun
A Den S Ber - Kie
A Mun S Ber - Kie
F Nwy H
F Swe S Den
A Tyr S Tri - Ven",1,9330,russia-Game12,Game12-turkey-russia-277,Truth,Truth,turkey-Game12,717,278,1905,10,12,2,Straightforward,43,127
Game12-turkey-russia,Game12-turkey-russia-272,704,"F BAL S Ber - Kie
F BAR S Nwy
A Ber - Kie
A Boh S Mun
A Den S Ber - Kie
A Mun S Ber - Kie
F Nwy H
F Swe S Den
A Tyr S Tri - Ven",1,9330,russia-Game12,Game12-turkey-russia-271,Truth,Truth,turkey-Game12,704,272,1905,10,12,2,Straightforward,43,127
Game12-turkey-russia,Game12-turkey-russia-270,702,I could potentially be up 3 if I take Kie as well.,0,9328,russia-Game12,Game12-turkey-russia-269,Truth,Truth,turkey-Game12,702,270,1905,10,12,2,Straightforward,12,50
Game12-turkey-russia,Game12-turkey-russia-269,696,But are they the sort of person willing to risk a home center on a fall move?,1,9325,turkey-Game12,Game12-turkey-russia-268,Truth,Truth,russia-Game12,696,269,1905,8,6,-2,Straightforward,17,77
Game12-turkey-russia,Game12-turkey-russia-269,696,"I can convoy from Greece to Apu or guess that Italy will think I'd do that, and try instead to be tricky and dodge past them into Naples.",1,9324,turkey-Game12,Game12-turkey-russia-268,Truth,Truth,russia-Game12,696,269,1905,8,6,-2,Straightforward,28,137
Game12-turkey-russia,Game12-turkey-russia-269,696,My moves in Italy are going to be some fun guessing games.,0,9323,turkey-Game12,Game12-turkey-russia-268,Truth,Truth,russia-Game12,696,269,1905,8,6,-2,Straightforward,12,58
Game12-turkey-russia,Game12-turkey-russia-268,695,"Which would put you up one for Den, and you already had one in the bag, so you could build A War and F StP.",0,9322,turkey-Game12,Game12-turkey-russia-267,Truth,Truth,russia-Game12,695,268,1905,8,6,-2,Straightforward,25,107
Game12-turkey-russia,Game12-turkey-russia-268,695,"Meanwhile, Trl can help you hang onto Tri while I move out into Ven: Trl S Tri-Ven, Adr S Tri-Ven, and I think I'll get in.",0,9321,turkey-Game12,Game12-turkey-russia-267,Truth,Truth,russia-Game12,695,268,1905,8,6,-2,Straightforward,26,123
Game12-turkey-russia,Game12-turkey-russia-267,694,"You should be able to hold Munich with the same kind of moves as this past season (Ber-Kie, Boh S Mun, except this time, Bal and Den can also support the attack on Kie, while Swe S Den and Bar S Nwy).",1,9320,turkey-Game12,Game12-turkey-russia-266,Truth,Truth,russia-Game12,694,267,1905,8,6,-2,Straightforward,42,200
Game12-turkey-russia,Game12-turkey-russia-266,693,"That single lone fleet behind enemy lines will wreck *havoc* on France's ability to concentrate: it will take both of their fleets, *and* one of their armies, to cover all their bases in Spa and Mar (imagine what you'll be able to do once you can slip a single fleet into NAO?",1,9318,turkey-Game12,Game12-turkey-russia-265,Truth,Truth,russia-Game12,693,266,1905,8,6,-2,Straightforward,53,279
Game12-turkey-russia,Game12-turkey-russia-266,693,"So I'm retreating to the Gulf of Lyon, because hey, I can.",1,9317,turkey-Game12,Game12-turkey-russia-265,Truth,Truth,russia-Game12,693,266,1905,8,6,-2,Straightforward,12,58
Game12-turkey-russia,Game12-turkey-russia-265,692,"Wow, that went really well, again.",0,9315,turkey-Game12,Game12-turkey-russia-264,Truth,Truth,russia-Game12,692,265,1905,8,6,-2,Straightforward,6,34
Game12-turkey-russia,Game12-turkey-russia-263,681,I played a bit in high school and now Im getting back into it with this study.,1,9313,russia-Game12,Game12-turkey-russia-262,Truth,Truth,turkey-Game12,681,263,1905,10,12,2,Straightforward,17,79
Game12-turkey-russia,Game12-turkey-russia-261,679,Its been super fun so far.,1,9309,turkey-Game12,Game12-turkey-russia-260,Truth,Truth,russia-Game12,679,261,1905,8,6,-2,Straightforward,6,27
Game12-turkey-russia,Game12-turkey-russia-260,678,I agree but I rather not loose ground there,1,9307,russia-Game12,Game12-turkey-russia-259,Truth,Truth,turkey-Game12,678,260,1905,10,12,2,Straightforward,9,43
Game12-turkey-russia,Game12-turkey-russia-259,677,Its a small gamble either way.,0,9306,turkey-Game12,Game12-turkey-russia-258,Truth,Truth,russia-Game12,677,259,1905,8,6,-2,Straightforward,6,31
Game12-turkey-russia,Game12-turkey-russia-259,677,"But losing Munich in the spring is not a catastrophe- retreat to Sil, and you already have huge pressure on Kie to ensure youd get Mun back quickly.",1,9305,turkey-Game12,Game12-turkey-russia-258,Truth,Truth,russia-Game12,677,259,1905,8,6,-2,Straightforward,28,149
Game12-turkey-russia,Game12-turkey-russia-258,676,Working with you this game has taught me a lot and made me a stronger player!,0,9304,russia-Game12,Game12-turkey-russia-257,Truth,Truth,turkey-Game12,676,258,1905,10,12,2,Straightforward,16,77
Game12-turkey-russia,Game12-turkey-russia-258,676,I appreciate running my moves by you.,0,9303,russia-Game12,Game12-turkey-russia-257,Truth,Truth,turkey-Game12,676,258,1905,10,12,2,Straightforward,7,37
Game12-turkey-russia,Game12-turkey-russia-256,674,Yep that was what I was thinking.,1,9302,turkey-Game12,Game12-turkey-russia-255,Truth,Truth,russia-Game12,674,256,1905,8,6,-2,Straightforward,7,33
Game12-turkey-russia,Game12-turkey-russia-255,673,In that case hitting Tyr is the superior move.,0,9300,russia-Game12,Game12-turkey-russia-254,Truth,Truth,turkey-Game12,673,255,1905,10,12,2,Straightforward,9,46
Game12-turkey-russia,Game12-turkey-russia-252,670,The only reason to hit Trl now is to cut any support Trl might give to an attack on Mun.,1,9297,turkey-Game12,Game12-turkey-russia-251,Truth,Truth,russia-Game12,670,252,1905,8,6,-2,Straightforward,20,88
Game12-turkey-russia,Game12-turkey-russia-250,668,Makes more sense to me!,1,9295,russia-Game12,Game12-turkey-russia-249,Truth,Truth,turkey-Game12,668,250,1905,10,12,2,Straightforward,5,23
Game12-turkey-russia,Game12-turkey-russia-247,665,What if I just move A Tri - Vie?,1,9292,russia-Game12,Game12-turkey-russia-246,Truth,Truth,turkey-Game12,665,247,1905,10,12,2,Straightforward,9,32
Game12-turkey-russia,Game12-turkey-russia-246,664,But once England starts losing centers theyll crumble.,0,9291,turkey-Game12,Game12-turkey-russia-245,Truth,Truth,russia-Game12,664,246,1905,8,6,-2,Straightforward,8,55
Game12-turkey-russia,Game12-turkey-russia-246,664,The hardest part will be the island and the French home centers.,1,9290,turkey-Game12,Game12-turkey-russia-245,Truth,Truth,russia-Game12,664,246,1905,8,6,-2,Straightforward,12,64
Game12-turkey-russia,Game12-turkey-russia-246,664,Agreed: keeping England on the defensive and keeping all of their armies locked up is key.,0,9289,turkey-Game12,Game12-turkey-russia-245,Truth,Truth,russia-Game12,664,246,1905,8,6,-2,Straightforward,16,90
Game12-turkey-russia,Game12-turkey-russia-245,663,I just want that northern fleet haha,1,9288,russia-Game12,Game12-turkey-russia-244,Truth,Truth,turkey-Game12,663,245,1905,10,12,2,Straightforward,7,36
Game12-turkey-russia,Game12-turkey-russia-245,663,If I pick up two this turn then I wont need either center!,0,9287,russia-Game12,Game12-turkey-russia-244,Truth,Truth,turkey-Game12,663,245,1905,10,12,2,Straightforward,13,59
Game12-turkey-russia,Game12-turkey-russia-243,661,Hey Turkey you are totally right and I am absolutely happy to shead those builds to you to help you move the ball forward in the south,1,9285,russia-Game12,Game12-turkey-russia-242,Truth,Truth,turkey-Game12,661,243,1905,10,12,2,Straightforward,27,134
Game12-turkey-russia,Game12-turkey-russia-242,660,"So I propose A Bud s Ser-Tri, Ser-Tri, Gre-Alb, Bul-Gre",0,9284,turkey-Game12,Game12-turkey-russia-241,Truth,Truth,russia-Game12,660,242,1905,8,6,-2,Straightforward,10,55
Game12-turkey-russia,Game12-turkey-russia-242,660,"So I propose A Bud s Ser-Tri, Ser-Tri, Gre-Alb, Bul-Gre",1,9284,turkey-Game12,Game12-turkey-russia-241,Truth,Truth,russia-Game12,660,242,1905,8,6,-2,Straightforward,10,55
Game12-turkey-russia,Game12-turkey-russia-241,659,"As for moves, it may make sense for me to attack Tri with support now, and if you dislodge, retreat to Vie, which both protects Vie, and allows you to use that to attack Trl.",1,9283,turkey-Game12,Game12-turkey-russia-240,Truth,Truth,russia-Game12,659,241,1905,8,6,-2,Straightforward,35,174
Game12-turkey-russia,Game12-turkey-russia-240,658,"But as you focus on just two, and I come into contact with France, Ill need the builds just as much, so well just keep track of where we need those builds to come from as we press forward!",1,9282,turkey-Game12,Game12-turkey-russia-239,Truth,Truth,russia-Game12,658,240,1905,8,6,-2,Straightforward,39,190
Game12-turkey-russia,Game12-turkey-russia-240,658,"Currently you need the builds, so I got you into Vie and then Tri.",1,9280,turkey-Game12,Game12-turkey-russia-239,Truth,Truth,russia-Game12,658,240,1905,8,6,-2,Straightforward,14,66
Game12-turkey-russia,Game12-turkey-russia-240,658,As for you keeping Vienna long term: it is all about moving our alliance forward.,1,9279,turkey-Game12,Game12-turkey-russia-239,Truth,Truth,russia-Game12,658,240,1905,8,6,-2,Straightforward,15,81
Game12-turkey-russia,Game12-turkey-russia-240,658,We really didnt help outlet position with this mildly entangled mess in Austria.,1,9278,turkey-Game12,Game12-turkey-russia-239,Truth,Truth,russia-Game12,658,240,1905,8,6,-2,Straightforward,13,81
Game12-turkey-russia,Game12-turkey-russia-240,658,"Since Tri-Trl is moving unsupported and Italy can counterattack, I definitely need to be ready to crush them in Tri in the fall.",1,9277,turkey-Game12,Game12-turkey-russia-239,Truth,Truth,russia-Game12,658,240,1905,8,6,-2,Straightforward,23,128
Game12-turkey-russia,Game12-turkey-russia-239,655,Let me know what you think of the orders I have submitted and then it you dont mind sending me yours I would appreciate it (no need tho),1,9275,russia-Game12,Game12-turkey-russia-238,Truth,Truth,turkey-Game12,655,239,1905,10,12,2,Straightforward,28,137
Game12-turkey-russia,Game12-turkey-russia-238,654,Once Italy is broken and Im hitting England from the north if for whatever reason I lose Vie it will be a very easy target for reconquest by a Warsaw built army,1,9274,russia-Game12,Game12-turkey-russia-237,Truth,Truth,turkey-Game12,654,238,1905,10,12,2,Straightforward,32,161
Game12-turkey-russia,Game12-turkey-russia-237,653,"In the long term I would like to hold on to Vie, which I hope youre comfortable with.",0,9273,russia-Game12,Game12-turkey-russia-236,Truth,Truth,turkey-Game12,653,237,1905,10,12,2,Straightforward,18,86
Game12-turkey-russia,Game12-turkey-russia-234,650,"If it must be disbanded and reincarnated as a final northern fleet, so be it.",0,9270,russia-Game12,Game12-turkey-russia-233,Truth,Truth,turkey-Game12,650,234,1905,10,12,2,Straightforward,15,77
Game12-turkey-russia,Game12-turkey-russia-234,650,My southern army is a short term problem that will resolve itself in the next year or so as you (and France potentially?),1,9268,russia-Game12,Game12-turkey-russia-233,Truth,Truth,turkey-Game12,650,234,1905,10,12,2,Straightforward,23,121
Game12-turkey-russia,Game12-turkey-russia-233,648,"I'll take back Tri in the fall, and your army there would have been evaporated in that case, but net effect is it won't change your ""available builds"" count, and if you stay even elsewhere, you'll still have another F StP to pull out.",1,9267,turkey-Game12,Game12-turkey-russia-232,Truth,Truth,russia-Game12,648,233,1905,8,6,-2,Straightforward,44,234
Game12-turkey-russia,Game12-turkey-russia-233,648,"If you decide to use Boh S Mun, you probably still want Tri-Trl, but that unit may get wrecked by Ven S Trl-Tri.",0,9266,turkey-Game12,Game12-turkey-russia-232,Truth,Truth,russia-Game12,648,233,1905,8,6,-2,Straightforward,23,112
Game12-turkey-russia,Game12-turkey-russia-233,648,"For now, I'm doing the Bul-Ser-Bud-Vie choo-choo train, as well as taking Adr and moving Gre-Alb.",1,9265,turkey-Game12,Game12-turkey-russia-232,Truth,Truth,russia-Game12,648,233,1905,8,6,-2,Straightforward,16,97
Game12-turkey-russia,Game12-turkey-russia-230,645,"The only counter to that is something I doubt they're clever enough for: Bur + Ruh S Kie-Mun, Hol S Den-Kie - abandon Den in exchange for taking Mun and saving the Danish army by putting it in Kiel.",0,9261,turkey-Game12,Game12-turkey-russia-229,Truth,Truth,russia-Game12,645,230,1905,8,6,-2,Straightforward,39,198
Game12-turkey-russia,Game12-turkey-russia-230,645,"F Bal C Pru-Den, F Swe supports it, and either A Mun-Kie (with support from Ber) or A Ber-Kie (with Boh supporting Mun) ensures that Denmark is captured.",1,9260,turkey-Game12,Game12-turkey-russia-229,Truth,Truth,russia-Game12,645,230,1905,8,6,-2,Straightforward,28,153
Game12-turkey-russia,Game12-turkey-russia-229,644,"However, that also brings up another great use of F Bal: convoys.",0,9259,turkey-Game12,Game12-turkey-russia-228,Truth,Truth,russia-Game12,644,229,1905,8,6,-2,Straightforward,12,65
Game12-turkey-russia,Game12-turkey-russia-229,644,"With respect to Swe/Den, taking Den with Swe leaves Bal in place, which is great for taking on / protecting Kie/Ber.",1,9258,turkey-Game12,Game12-turkey-russia-228,Truth,Truth,russia-Game12,644,229,1905,8,6,-2,Straightforward,21,116
Game12-turkey-russia,Game12-turkey-russia-229,644,"So in the north, F Nwy S StP-Bar is a lock, and protects Nwy and keeps England locked out of Bar, completely.",0,9257,turkey-Game12,Game12-turkey-russia-228,Truth,Truth,russia-Game12,644,229,1905,8,6,-2,Straightforward,22,109
Game12-turkey-russia,Game12-turkey-russia-228,641,I submitted a build for a northern fleet and thats it,0,9256,russia-Game12,Game12-turkey-russia-227,Truth,Truth,turkey-Game12,641,228,1904,10,12,2,Straightforward,11,54
Game12-turkey-russia,Game12-turkey-russia-228,641,Let me know who you come up with!,0,9255,russia-Game12,Game12-turkey-russia-227,Truth,Truth,turkey-Game12,641,228,1904,10,12,2,Straightforward,8,33
Game12-turkey-russia,Game12-turkey-russia-227,640,"oh wow, nevermind, I didn't realize England already vacated Nth.",1,9253,turkey-Game12,Game12-turkey-russia-226,Truth,Truth,russia-Game12,640,227,1904,8,6,-2,Straightforward,10,64
Game12-turkey-russia,Game12-turkey-russia-226,639,"Then you likely pick up Kie but lose Munich, but can easily retake Mun in the fall.",1,9252,turkey-Game12,Game12-turkey-russia-225,Truth,Truth,russia-Game12,639,226,1904,9,10,1,Straightforward,17,83
Game12-turkey-russia,Game12-turkey-russia-226,639,"So suggestions, after builds are in: Swe S Bal-Den, Bal-Den, Nwy-Nth (guarantees Den succeeds), StP-Bar (making room for that next build).",1,9250,turkey-Game12,Game12-turkey-russia-225,Truth,Truth,russia-Game12,639,226,1904,9,10,1,Straightforward,21,138
Game12-turkey-russia,Game12-turkey-russia-225,632,"Im in Wes, also, which is good as it keeps France from sending Fleets to help England",1,9249,turkey-Game12,Game12-turkey-russia-224,Truth,Truth,russia-Game12,632,225,1904,9,10,1,Straightforward,17,86
Game12-turkey-russia,Game12-turkey-russia-223,630,Yeah youre right just looked at the map holding the build this turn so I can lock up fleet #5 next year seems to be the move,1,9247,russia-Game12,Game12-turkey-russia-222,Truth,Truth,turkey-Game12,630,223,1904,8,7,-1,Straightforward,27,125
Game12-turkey-russia,Game12-turkey-russia-222,629,But yeah lets chat about it after retreats.,1,9246,turkey-Game12,Game12-turkey-russia-221,Truth,Truth,russia-Game12,629,222,1904,9,10,1,Straightforward,8,44
Game12-turkey-russia,Game12-turkey-russia-222,629,"But if you *dont* need to disband it, you wont be able to build another fleet if you stay even after losing Tri but winning Den.",1,9245,turkey-Game12,Game12-turkey-russia-221,Truth,Truth,russia-Game12,629,222,1904,9,10,1,Straightforward,26,129
Game12-turkey-russia,Game12-turkey-russia-221,628,Meh Ill have to look at the board in the morning but my inclination is to take the extra army and if I have to disband it I have to disband it,0,9244,russia-Game12,Game12-turkey-russia-220,Truth,Truth,turkey-Game12,628,221,1904,8,7,-1,Straightforward,32,143
Game12-turkey-russia,Game12-turkey-russia-220,627,We have a solid army marching forward already.,1,9243,turkey-Game12,Game12-turkey-russia-219,Truth,Truth,russia-Game12,627,220,1904,9,10,1,Straightforward,8,46
Game12-turkey-russia,Game12-turkey-russia-220,627,"So I suggest build just the fleet, and hold the other for next year in case you need another fleet.",1,9242,turkey-Game12,Game12-turkey-russia-219,Truth,Truth,russia-Game12,627,220,1904,9,10,1,Straightforward,20,99
Game12-turkey-russia,Game12-turkey-russia-218,625,And two builds will make it easy to pass tri back to you as I love my army north.,0,9239,russia-Game12,Game12-turkey-russia-217,Truth,Truth,turkey-Game12,625,218,1904,8,7,-1,Straightforward,19,81
Game12-turkey-russia,Game12-turkey-russia-215,622,It seems to have a 15 minute grace so you literally were not a moment too soo.,0,9234,russia-Game12,Game12-turkey-russia-214,Truth,Truth,turkey-Game12,622,215,1904,8,7,-1,Straightforward,17,78
Game12-turkey-russia,Game12-turkey-russia-212,619,Hopefully it caught my update in time,1,9231,turkey-Game12,Game12-turkey-russia-211,Truth,Truth,russia-Game12,619,212,1904,9,10,1,Straightforward,7,37
Game12-turkey-russia,Game12-turkey-russia-211,618,"Oh crap, I think I had old orders in there for Tri",0,9230,turkey-Game12,Game12-turkey-russia-210,Truth,Truth,russia-Game12,618,211,1904,9,10,1,Straightforward,12,50
Game12-turkey-russia,Game12-turkey-russia-207,596,"Plus  like I said, Pru also gives you the option of convoy to Swe so your fleets are more free to move around while an army garissons your Scandinavian holdings (and even do Bal+Swe attacking Den)",1,9226,turkey-Game12,Game12-turkey-russia-206,Truth,Truth,russia-Game12,596,207,1904,9,10,1,Straightforward,36,196
Game12-turkey-russia,Game12-turkey-russia-207,596,"War-Pru, and Im giving you Tri now, for your build, but basically right after, you should be doing Boh S Tri-Trl, and youre right smack on where you need to be with all of Trl, Boh, Sil, Pru, and Ber.",0,9224,turkey-Game12,Game12-turkey-russia-206,Truth,Truth,russia-Game12,596,207,1904,9,10,1,Straightforward,40,202
Game12-turkey-russia,Game12-turkey-russia-203,585,Pru can also get convoyed to Swe,0,9220,turkey-Game12,Game12-turkey-russia-202,Truth,Truth,russia-Game12,585,203,1904,9,10,1,Straightforward,7,32
Game12-turkey-russia,Game12-turkey-russia-199,581,"Also, since you probably wont get Mun, move War-Pru to make sure it gets to the front lines.",0,9216,turkey-Game12,Game12-turkey-russia-198,Truth,Truth,russia-Game12,581,199,1904,9,10,1,Straightforward,18,93
Game12-turkey-russia,Game12-turkey-russia-208,612,"A Ber S Sil - Mun
A Boh S Sil - Mun
F BOT - BAL
F Nwy - BAR
A Sil - Mun
F Swe - Nwy
A Vie - Tri
A War - Pru",1,9215,russia-Game12,Game12-turkey-russia-207,Truth,Truth,turkey-Game12,612,208,1904,8,7,-1,Straightforward,36,107
Game12-turkey-russia,Game12-turkey-russia-196,578,That makes a world of sense to me.,0,9213,russia-Game12,Game12-turkey-russia-195,Truth,Truth,turkey-Game12,578,196,1904,8,7,-1,Straightforward,8,34
Game12-turkey-russia,Game12-turkey-russia-195,577,We can give it back to me next year and if necessary you just disband a rearguard army to make up for it if youre not picking up another build somewhere else.,1,9212,turkey-Game12,Game12-turkey-russia-194,Truth,Truth,russia-Game12,577,195,1904,9,10,1,Straightforward,32,159
Game12-turkey-russia,Game12-turkey-russia-195,577,"At the same time, we need to just give you Tri so you can build another northern fleet.",1,9211,turkey-Game12,Game12-turkey-russia-194,Truth,Truth,russia-Game12,577,195,1904,9,10,1,Straightforward,18,87
Game12-turkey-russia,Game12-turkey-russia-195,577,"I think you need to stop the Nwg-Bar move, by doing Nwy-Bar.",0,9210,turkey-Game12,Game12-turkey-russia-194,Truth,Truth,russia-Game12,577,195,1904,9,10,1,Straightforward,12,60
Game12-turkey-russia,Game12-turkey-russia-193,573,Lemme look more closely at the board and get back to you after lunch!,0,9209,turkey-Game12,Game12-turkey-russia-192,Truth,Truth,russia-Game12,573,193,1904,9,10,1,Straightforward,14,69
Game12-turkey-russia,Game12-turkey-russia-192,572,Perhaps even abandoning Nwy is a fall back,1,9208,russia-Game12,Game12-turkey-russia-191,Truth,Truth,turkey-Game12,572,192,1904,8,7,-1,Straightforward,8,42
Game12-turkey-russia,Game12-turkey-russia-192,572,I desperately need a build this turn to built a northern fleet.,1,9207,russia-Game12,Game12-turkey-russia-191,Truth,Truth,turkey-Game12,572,192,1904,8,7,-1,Straightforward,12,63
Game12-turkey-russia,Game12-turkey-russia-191,571,What moves do you recommend?,0,9206,russia-Game12,Game12-turkey-russia-190,Truth,Truth,turkey-Game12,571,191,1904,8,7,-1,Straightforward,5,28
Game12-turkey-russia,Game12-turkey-russia-191,571,What moves do you recommend?,1,9206,russia-Game12,Game12-turkey-russia-190,Truth,Truth,turkey-Game12,571,191,1904,8,7,-1,Straightforward,5,28
Game12-turkey-russia,Game12-turkey-russia-189,569,My hope is that Kie or Rug will be preoccupied retaking Hol,1,9204,russia-Game12,Game12-turkey-russia-188,Truth,Truth,turkey-Game12,569,189,1904,8,7,-1,Straightforward,12,59
Game12-turkey-russia,Game12-turkey-russia-185,565,That makes it all the more imperative to knock out Italy and Germany quickly,0,9201,russia-Game12,Game12-turkey-russia-184,Truth,Truth,turkey-Game12,565,185,1904,8,7,-1,Straightforward,14,76
Game12-turkey-russia,Game12-turkey-russia-179,559,"We have to take Tri now, actually",1,9195,turkey-Game12,Game12-turkey-russia-178,Truth,Truth,russia-Game12,559,179,1904,9,10,1,Straightforward,7,33
Game12-turkey-russia,Game12-turkey-russia-178,558,I really need to make sure I get to build a northern fleet this winter,1,9194,russia-Game12,Game12-turkey-russia-177,Truth,Truth,turkey-Game12,558,178,1904,8,7,-1,Straightforward,15,70
Game12-turkey-russia,Game12-turkey-russia-178,558,Im obviously a bit concerned about ENglands fleet to the north.,0,9193,russia-Game12,Game12-turkey-russia-177,Truth,Truth,turkey-Game12,558,178,1904,8,7,-1,Straightforward,11,65
Game12-turkey-russia,Game12-turkey-russia-178,558,Those are the moves I have set right now.,1,9192,russia-Game12,Game12-turkey-russia-177,Truth,Truth,turkey-Game12,558,178,1904,8,7,-1,Straightforward,9,41
Game12-turkey-russia,Game12-turkey-russia-176,556,Thanks for the bounce in Vie!,0,9190,russia-Game12,Game12-turkey-russia-175,Truth,Truth,turkey-Game12,556,176,1904,8,7,-1,Straightforward,6,29
Game12-turkey-russia,Game12-turkey-russia-174,548,Im not focused very much on the draw size - I care more about proximity to a win in a more abstract sense than number of remaining players.,1,9187,turkey-Game12,Game12-turkey-russia-173,Truth,Truth,russia-Game12,548,174,1904,9,10,1,Straightforward,28,142
Game12-turkey-russia,Game12-turkey-russia-174,548,"As we get further along, we can see if other powers need eliminating, or if they can make themselves useful while being small enough / positioned properly to not be a threat in any way.",0,9186,turkey-Game12,Game12-turkey-russia-173,Truth,Truth,russia-Game12,548,174,1904,9,10,1,Straightforward,35,185
