feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,Input.deception_quadrant,Input.deception_quadrant_cat,affcon_gamemove,affcon_reasoning,affcon_rapport,affcon_shareinformation,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Straightforward,1,1,1,1,,11,98.34,96.52,2.4,25.77,11,0,54.55,45.45,9.09,9.09,0,0,9.09,0,0,0,0,27.27,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,9.09,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,18.18,0,0,9.09,0,0,0,9.09,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Straightforward,1,1,1,1,1,27,18.82,77.05,58.07,25.77,27,22.22,70.37,44.44,14.81,11.11,3.7,0,3.7,3.7,0,3.7,3.7,7.41,3.7,11.11,14.81,0,11.11,3.7,0,0,3.7,0,0,0,0,0,0,0,11.11,0,0,0,3.7,7.41,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,3.7,0,3.7,0,0,0,7.41,3.7,14.81,0,7.41,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,11,80.14,50,99,25.77,11,18.18,72.73,27.27,9.09,0,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,18.18,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,36.36,9.09,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,14,99,50,89.63,99,14,14.29,78.57,28.57,7.14,0,0,0,0,0,0,7.14,7.14,14.29,0,0,0,0,21.43,0,0,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,0,0,14.29,0,0,0,14.29,14.29,0,0,7.14,7.14,0,0,14.29,0,21.43,7.14,14.29,0,0,7.14,0,0,0,0,7.14,0,7.14,7.14,0,0,14.29,0,7.14,0,0,0,7.14,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Straightforward,1,1,1,1,1,8,1.92,50,74.76,1,8,25,100,62.5,25,12.5,0,0,0,0,12.5,12.5,0,12.5,12.5,0,12.5,12.5,12.5,0,12.5,0,0,0,12.5,0,12.5,0,12.5,0,25,0,0,0,0,25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,12.5,12.5,0,0,0,0,0,0,12.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,39,36.88,96.34,1.4,2.7,39,10.26,76.92,53.85,20.51,17.95,2.56,0,5.13,7.69,2.56,2.56,0,15.38,10.26,0,10.26,0,15.38,0,0,0,2.56,5.13,2.56,0,2.56,0,2.56,0,17.95,0,0,0,10.26,7.69,0,0,2.56,5.13,2.56,2.56,0,0,0,0,0,0,0,0,0,2.56,0,0,2.56,0,0,0,12.82,2.56,12.82,0,0,12.82,0,0,0,0,0,0,2.56,0,0,2.56,0,0,20.51,0,10.26,0,0,0,0,0,0,5.13,0,5.13
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Straightforward,1,0,1,1,1,11,13.54,50,2.4,25.77,11,0,100,72.73,27.27,18.18,9.09,0,9.09,0,0,9.09,0,18.18,9.09,9.09,9.09,0,27.27,0,0,0,0,0,18.18,9.09,9.09,0,0,0,9.09,0,0,0,0,18.18,0,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Straightforward,1,0,0,0,1,22,21.87,91.35,31.94,99,22,13.64,100,54.55,13.64,9.09,4.55,4.55,0,0,0,4.55,9.09,4.55,13.64,9.09,9.09,0,18.18,9.09,0,4.55,4.55,0,9.09,9.09,0,0,0,0,13.64,0,0,0,0,9.09,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,27.27,13.64,9.09,4.55,9.09,0,0,13.64,0,13.64,0,13.64,0,4.55,9.09,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Straightforward,1,1,1,1,1,33,73.59,38.08,99,25.77,33,12.12,90.91,63.64,15.15,15.15,9.09,0,3.03,0,3.03,0,6.06,21.21,9.09,9.09,6.06,0,18.18,3.03,0,0,0,0,6.06,3.03,3.03,3.03,0,0,6.06,0,0,0,0,12.12,3.03,3.03,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,15.15,0,3.03,6.06,3.03,3.03,0,9.09,0,21.21,6.06,12.12,6.06,0,3.03,0,0,0,0,0,0,0,0,0,0,9.09,3.03,6.06,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Straightforward,1,,1,1,1,20,66.46,69.14,3.37,99,20,10,95,55,15,15,10,0,5,0,0,0,5,15,15,0,5,0,25,15,0,0,0,5,15,10,0,0,0,0,10,0,0,0,0,10,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,15,0,5,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,Straightforward,1,0,1,0,1,30,78.3,25.24,99,25.77,30,10,76.67,43.33,10,6.67,6.67,0,0,0,0,3.33,10,10,0,10,10,0,6.67,3.33,0,3.33,10,0,0,0,0,0,0,0,6.67,0,3.33,0,0,10,0,0,3.33,3.33,3.33,6.67,0,0,0,0,3.33,0,3.33,0,0,10,6.67,0,0,3.33,0,3.33,3.33,0,26.67,3.33,20,3.33,0,6.67,0,0,0,0,0,0,0,0,0,0,10,3.33,0,0,0,0,0,3.33,0,0,0,3.33
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Straightforward,1,,,,,14,14.58,76.25,89.63,25.77,14,14.29,100,57.14,21.43,14.29,7.14,0,7.14,0,0,7.14,7.14,7.14,14.29,7.14,7.14,0,7.14,14.29,0,0,0,0,14.29,7.14,7.14,0,0,0,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,0,0,7.14,14.29,0,14.29,0,7.14,7.14,14.29,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,8,11.86,50,7.84,25.77,8,12.5,87.5,50,25,25,12.5,0,0,0,12.5,0,0,12.5,0,12.5,12.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Straightforward,1,1,1,1,1,25,21.49,65.56,20.24,91.14,25,12,84,72,24,20,12,0,8,0,0,4,4,20,8,12,12,0,8,4,4,0,0,0,4,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,8,4,0,0,0,16,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Straightforward,1,,1,1,1,19,64.39,50,99,25.77,19,5.26,100,84.21,21.05,15.79,10.53,0,5.26,0,0,5.26,5.26,31.58,21.05,5.26,5.26,0,26.32,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,10.53,0,0,0,5.26,0,5.26,5.26,5.26,0,0,0,0,0,0,0,10.53,5.26,0,10.53,0,0,0,15.79,5.26,31.58,0,21.05,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,20,78.3,30.86,99,25.77,20,0,85,55,15,15,10,0,5,0,0,0,10,15,10,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,5,0,5,5,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,20,5,30,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,12,81.63,99,1.79,1,12,8.33,100,75,25,16.67,0,8.33,8.33,0,0,8.33,8.33,25,16.67,0,0,0,16.67,0,0,0,0,8.33,16.67,0,16.67,0,8.33,0,25,0,0,0,0,8.33,0,0,8.33,0,0,0,8.33,0,0,8.33,8.33,0,8.33,0,0,16.67,8.33,0,8.33,0,0,0,8.33,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Straightforward,1,1,1,1,1,11,57.84,81.84,1,99,11,9.09,100,54.55,27.27,0,0,0,0,0,0,27.27,0,18.18,9.09,0,0,0,18.18,0,9.09,9.09,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,9.09,9.09,9.09,0,9.09,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,18.18,0,9.09,0,0,9.09,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Straightforward,1,1,1,1,1,11,32.58,1,85.21,99,11,9.09,90.91,54.55,18.18,18.18,18.18,0,0,0,0,0,9.09,9.09,9.09,9.09,9.09,0,18.18,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,27.27,0,0,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,19,35.06,99,96.09,25.77,19,10.53,89.47,52.63,21.05,21.05,5.26,15.79,0,0,0,0,0,15.79,10.53,5.26,5.26,0,21.05,0,0,0,0,5.26,0,0,0,0,0,0,15.79,0,0,0,0,10.53,5.26,0,0,0,5.26,0,5.26,5.26,0,0,0,0,0,0,0,15.79,15.79,0,0,0,0,0,21.05,0,21.05,15.79,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,19,86.88,14.62,19.27,25.77,19,15.79,68.42,52.63,10.53,10.53,10.53,0,0,0,0,0,0,26.32,10.53,0,10.53,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,0,5.26,0,0,10.53,15.79,5.26,0,0,5.26,0,0,0,0,0,0,5.26,0,0,5.26,0,0,10.53,0,5.26,0,0,0,0,0,0,5.26,0,0
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Straightforward,1,1,1,0,1,25,21.49,50,69.14,25.77,25,8,92,60,20,20,12,4,0,0,4,0,4,20,12,8,12,4,24,8,12,0,0,0,0,0,0,0,0,0,12,0,4,0,4,8,4,0,0,4,0,0,4,4,0,0,0,0,0,0,0,12,4,0,0,8,0,0,28,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,16,72.69,26.6,74.76,1,16,12.5,87.5,62.5,18.75,12.5,6.25,0,0,6.25,0,6.25,0,25,12.5,0,6.25,0,12.5,12.5,6.25,0,0,6.25,6.25,0,6.25,0,6.25,0,6.25,0,0,0,6.25,12.5,0,0,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,18.75,0,6.25,12.5,0,0,0,6.25,6.25,18.75,6.25,12.5,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Straightforward,1,1,0,0,0,18,31.3,50,58.07,1,18,11.11,83.33,66.67,22.22,22.22,11.11,5.56,0,5.56,0,0,5.56,16.67,16.67,0,11.11,0,22.22,0,0,0,0,0,5.56,0,5.56,0,0,0,11.11,0,0,0,5.56,5.56,0,0,5.56,5.56,0,5.56,0,0,0,0,0,0,0,0,0,16.67,5.56,0,0,5.56,5.56,0,22.22,0,16.67,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,12,1,79.76,98.01,25.77,12,0,91.67,58.33,16.67,8.33,0,0,8.33,0,0,8.33,0,0,25,8.33,8.33,0,50,0,0,8.33,0,0,16.67,8.33,8.33,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,8.33,0,16.67,25,8.33,25,8.33,16.67,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,25,73.88,88.48,6.7,25.77,25,20,76,52,24,20,4,4,0,12,0,4,4,16,4,0,4,0,12,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,12,4,4,4,4,0,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,0,1,1,10,8.69,50,43.37,25.77,10,0,90,70,20,10,0,0,0,0,10,10,10,10,0,20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,10,10,0,0,20,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,0,10,1,84.14,99,25.77,10,20,90,50,20,10,0,10,0,0,0,10,0,0,20,10,10,10,40,10,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,0,20,10,20,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,0,24,99,50,1,25.77,24,0,20.83,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,58.33,0,0,0,0,0,0,29.17,0,0,0,29.17
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,17,42.68,88.03,6.2,25.77,17,5.88,94.12,58.82,17.65,17.65,5.88,0,0,11.76,0,0,0,17.65,11.76,5.88,5.88,0,29.41,0,0,0,0,5.88,0,0,0,0,0,0,17.65,0,5.88,0,17.65,23.53,5.88,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,5.88,5.88,0,0,11.76,0,17.65,5.88,11.76,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,14,48.63,1,52.86,1,14,21.43,71.43,35.71,0,0,0,0,0,0,0,0,7.14,0,7.14,7.14,7.14,7.14,7.14,0,0,0,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,35.71,0,0,7.14,0,7.14,21.43,0,0,0,0,14.29,0,0,0,14.29,14.29,0,7.14,7.14,0,0,0,7.14,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,0,0,0,7.14,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Straightforward,1,1,1,1,,18,18.82,95.2,23.51,25.77,18,11.11,100,72.22,16.67,5.56,0,5.56,0,0,0,11.11,11.11,11.11,27.78,0,5.56,5.56,50,0,0,11.11,0,0,11.11,5.56,5.56,0,5.56,0,16.67,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,5.56,0,0,0,38.89,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Straightforward,1,1,1,1,1,14,1.92,99,13.15,99,14,21.43,85.71,57.14,35.71,21.43,0,14.29,0,0,7.14,14.29,7.14,0,7.14,7.14,7.14,0,21.43,7.14,7.14,7.14,0,7.14,7.14,7.14,0,0,0,0,28.57,0,0,0,0,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,14.29,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,25,98.05,50,1,25.77,25,0,28,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,24,0,0,0,12
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,8,11.86,99,74.76,99,8,12.5,100,62.5,37.5,12.5,0,12.5,0,0,0,25,0,12.5,0,12.5,0,0,12.5,12.5,12.5,0,0,25,12.5,12.5,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,25,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Straightforward,1,,1,1,,9,75.9,99,58.07,25.77,9,0,88.89,44.44,22.22,22.22,0,0,22.22,0,0,0,0,22.22,0,0,11.11,0,22.22,0,0,0,0,11.11,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,35,99,50,1,1,35,0,28.57,17.14,0,0,0,0,0,0,0,0,17.14,0,0,0,0,0,0,0,0,0,0,0,5.71,0,5.71,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,2.86,5.71,0,0,5.71,0,0,0,0,0,0,0,0,0,0,2.86,2.86,0,0,5.71,0,0,0,0,0,0,22.86,0,0,0,0,0,0,20,0,0,0,2.86
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,10,1.92,2.31,93.3,25.77,10,20,80,60,20,10,10,0,0,0,0,10,10,0,20,10,0,10,40,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,13,99,77.92,99,25.77,13,23.08,92.31,53.85,0,0,0,0,0,0,0,0,23.08,23.08,7.69,0,0,0,15.38,0,0,0,0,0,15.38,7.69,7.69,0,7.69,0,7.69,0,0,0,0,15.38,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,7.69,7.69,30.77,7.69,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Straightforward,1,1,1,1,1,26,54.88,87.57,98.79,25.77,26,23.08,88.46,57.69,7.69,7.69,0,0,7.69,0,0,0,3.85,19.23,7.69,15.38,7.69,3.85,11.54,0,3.85,0,0,3.85,0,0,0,0,0,0,11.54,0,0,0,0,11.54,3.85,0,0,7.69,0,3.85,0,0,0,0,0,0,0,0,0,11.54,3.85,7.69,3.85,0,0,3.85,15.38,0,26.92,0,23.08,3.85,7.69,3.85,0,0,0,0,0,0,0,0,0,0,11.54,0,7.69,0,0,3.85,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,Straightforward,1,0,1,0,0,28,29.3,23.75,96.82,1,28,7.14,92.86,60.71,21.43,17.86,10.71,0,0,0,7.14,3.57,3.57,21.43,10.71,7.14,10.71,3.57,25,7.14,7.14,0,0,3.57,3.57,0,3.57,3.57,0,0,17.86,0,0,0,0,17.86,3.57,0,0,7.14,0,10.71,3.57,0,3.57,0,0,0,0,0,0,7.14,3.57,3.57,0,0,0,7.14,10.71,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,3.57,0,0,0,0,0,0,0,7.14,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,18,10.01,28.91,99,25.77,18,0,88.89,61.11,16.67,16.67,5.56,0,0,0,11.11,0,0,16.67,11.11,5.56,16.67,5.56,33.33,5.56,0,5.56,0,5.56,0,0,0,0,0,0,11.11,0,0,0,0,22.22,5.56,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,11.11,0,5.56,0,5.56,0,16.67,16.67,5.56,27.78,5.56,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,5.56,0,0,0,0,0,0,5.56,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,25,52.71,65.56,20.24,1,25,12,72,56,8,4,0,0,0,0,4,4,8,12,12,12,8,0,16,0,0,0,4,0,8,0,8,8,4,0,8,0,0,0,0,12,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,20,0,16,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,28,4,4,0,0,0,0,4,0,0,0,16
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,31,71.73,37.35,78.86,1.23,31,9.68,67.74,38.71,3.23,0,0,0,0,0,0,3.23,9.68,6.45,9.68,6.45,3.23,6.45,9.68,3.23,0,0,3.23,3.23,3.23,0,3.23,0,3.23,0,3.23,0,0,0,0,9.68,0,0,0,3.23,6.45,0,3.23,0,0,3.23,0,0,0,0,0,6.45,3.23,3.23,0,0,0,0,12.9,3.23,25.81,3.23,6.45,16.13,0,3.23,0,0,0,0,0,0,0,0,0,0,25.81,3.23,3.23,6.45,0,0,0,6.45,0,0,6.45,0
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,0,12,18.82,79.76,99,25.77,12,16.67,100,58.33,25,25,16.67,8.33,0,0,0,0,0,16.67,16.67,8.33,0,0,41.67,0,0,0,0,8.33,0,0,0,0,0,0,16.67,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,8.33,0,0,8.33,25,0,16.67,8.33,8.33,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0
